"Epic","ID","Rol","Historia","Reglas de negocio","Estado","Trazabilidad","Tests","Notas"
"AUTENTICACIÓN","HU-137","Usuario","Como usuario quiero iniciar sesión con email y contraseña para acceder a mi cuenta","• email+password requeridos; bcrypt
• Bloqueo tras 5 intentos fallidos
• JWT access (8h) + refresh (7d) en cookies httpOnly
• Resetea intentos en login exitoso","✅ En producción","authController/authRoutes.js (POST /auth/login)","tests/integration/api/auth.test.js","Verificado con test"
"AUTENTICACIÓN","HU-138","Usuario","Como usuario nuevo quiero registrarme para crear una cuenta","• username/email/password/firstName/lastName
• Valida password==confirm (timing-safe)
• Cloud function registerUser (role='user')
• Verificación de email
• Tokens JWT automáticos","✅ En producción","authRoutes.js (POST /auth/register) · cloud registerUser","tests/integration/api/auth.test.js","Verificado con test"
"AUTENTICACIÓN","HU-139","Usuario","Como usuario autenticado quiero cerrar sesión","• Limpia cookies access/refresh
• Regenera sesión (preserva CSRF)","✅ En producción","authRoutes.js (POST /auth/logout)","tests/integration/api/auth.test.js","Verificado con test"
"AUTENTICACIÓN","HU-140","Usuario","Como usuario quiero recuperar mi contraseña si la olvidé","• forgot-password (rate limit 10/5min) genera token + email; siempre responde success (anti-enumeración)
• reset-password valida token no expirado y actualiza contraseña","✅ En producción","authController.processForgotPassword · authRoutes.js (POST /auth/reset-password) · cloud requestPasswordReset","tests/integration/api/auth.test.js","Hotfix reciente #148 'fix: password reset'; la hoja pide rediseñar el correo (ver HU-118)"
"AUTENTICACIÓN","HU-141","Usuario","Como usuario autenticado quiero cambiar mi contraseña","• Requiere auth
• currentPassword/newPassword/confirm
• Valida coincidencia y verifica la actual antes de actualizar","✅ En producción","authRoutes.js (POST /auth/change-password) · AuthenticationService.changePassword","tests/integration/api/auth.test.js","Verificado con test"
"AUTENTICACIÓN","HU-142","Cliente","Como cliente quiero renovar mi token antes de que expire","• refresh desde cookie o header Bearer
• Cloud function refreshToken
• Devuelve nuevos access (8h) y refresh (7d)","✅ En producción","authRoutes.js (POST /auth/refresh) · cloud refreshToken","tests/integration/api/auth.test.js","Verificado con test"
"AUTENTICACIÓN","HU-143","Usuario","Como usuario corporativo quiero iniciar sesión con OAuth/SSO (Apple y corporativo)","• Lista de proveedores
• Inicio con state (CSRF) y redirección
• Callback con cookies httpOnly y redirección por rol
• Confirmación de linking si el email difiere
• Link/unlink de cuentas (previene lockout)","✅ En producción","authRoutes.js (/auth/oauth/*) · cloud getOAuthProviders/generateOAuthUrl/handleOAuthCallback/linkOAuthAccount","tests/oauth/integration/oauth-flow.integration.test.js","Verificado con test"
"AUTENTICACIÓN","HU-144","Admin","Como administrador quiero verificar la salud y métricas de las sesiones","• session/health devuelve healthy/expired/invalid
• session/metrics devuelve estadísticas de sesiones activas","🟡 En progreso","apiController · GET /api/session/health · /api/session/metrics","—","Endpoints presentes; métricas por completar"
"AUTENTICACIÓN","HU-145","Usuario","Como usuario web quiero obtener un JWT para llamadas programáticas al API","• Requiere sesión
• generateTokens(user)
• Devuelve {token, tokenType: Bearer, expiresIn: 8h}","✅ En producción","authController.getCredentials · GET /auth/credentials","tests/integration/api/auth.test.js","Verificado con test"
"INTEGRACIONES","HU-146","Admin","Como administrador quiero almacenar imágenes y documentos de forma segura en S3","• AWS SDK S3
• Presigned URLs (expiración 1h)
• Cifrado AES256 server-side
• Carpetas por dominio (vehicles/experiences/documents)
• Estrategias de borrado (soft/mover/hard)
• Logging de seguridad","✅ En producción","FileStorageService.uploadFile · imageFormatNegotiation","tests/integration/api/vehicle-images-s3.test.js","Test marcado skip (requiere AWS real)"
"INTEGRACIONES","HU-147","Visitante","Como visitante quiero ver reseñas reales de TripAdvisor (conector externo)","• API content.tripadvisor.com v1
• Config por env (API key + location id)
• Cache 1h con TTL
• Fallback a reseñas hardcodeadas si falla
• Parámetro de idioma es/en","✅ En producción","tripAdvisorService.getTopReviews · GET /api/reviews/tripadvisor","—","Estado sugerido — confirmar (sin test dedicado)"
"INTEGRACIONES","HU-148","Agente","Como agente quiero conectar con Flightstats para info de vuelos en tiempo real","• Conectar la API de vuelos para conocer adelantos/retrasos y actualizar oportunamente los servicios de traslado","🔴 No iniciado","(sin implementación: no hay servicio, endpoint ni dependencia en package.json)","—","Pendiente del Excel; confirmado por código que NO existe"
"INTEGRACIONES","HU-149","Admin","Como administrador quiero sincronizar las reservaciones con Google Calendar","• Al pasar a bloqueado/agendado crear/actualizar el evento; si se cancela en el calendario, reflejarlo en el sistema y notificar","🔴 No iniciado","(sin implementación: existen scopes de Google OAuth para otros servicios, pero no hay lógica de Calendar)","—","Pendiente del Excel; confirmado por código que NO existe la sincronización"
"COTIZACIÓN","HU-150","Admin","Como administrador quiero elegir el tipo de transporte (aeropuerto, punto a punto, local) y que la forma ajuste sus campos","• Aeropuerto muestra campos de vuelo y oculta horario/dirección; punto a punto y local muestran horario y dirección específica
• Cambiar de tipo limpia los campos previos","✅ En producción","quote-services-v2.js: handleTransportTypeChange/clearTransportFormFields","—","Deep-dive transporte"
"COTIZACIÓN","HU-151","Admin","Como administrador quiero elegir dirección Llegada o Salida en viajes one-way para configurar origen/destino","• Selector de dirección solo en one-way
• Llegada: origen aeropuerto → destino ciudad/hotel; Salida: inverso
• En local los campos son texto libre","✅ En producción","quote-services-v2.js: handleDirectionTypeChange","—","Deep-dive transporte"
"COTIZACIÓN","HU-152","Sistema","Como sistema quiero calcular la hora de salida sugerida SOLO en transporte de salida de aeropuerto","• Solo si dirección=departure y tipo=aeropuerto
• suggested = flightTime − routeDuration (min)
• Campo de solo lectura, desbloqueable
• En llegada NO se calcula","✅ En producción","quote-services-v2.js: calculateSuggestedDepartureTime/updateSuggestedDepartureTimeFields","—","Deep-dive transporte (regla del Excel)"
"COTIZACIÓN","HU-153","Admin","Como administrador quiero seleccionar POI de origen y destino desde el catálogo registrado","• Carga POIs activos
• Origen opcional en aeropuerto/local; destino obligatorio siempre
• Permite seleccionar cualquier POI dado de alta","✅ En producción","quote-services-v2.js (resolución de ruta) · ServicesController.getPricesByRoute","—","Deep-dive transporte"
"COTIZACIÓN","HU-154","Sistema","Como sistema quiero buscar la tarifa base por ruta exacta (origen+destino+rate)","• Query RatePrices por service.originPOI+destinationPOI+rate, active, valid_until=null
• Búsqueda bidireccional (intenta dirección inversa)
• Si no hay match, lista de vehículos vacía","✅ En producción","ServicesController.getPricesByRoute (filterRatePricesByDirection)","—","Deep-dive transporte"
"COTIZACIÓN","HU-155","Sistema","Como sistema quiero poblar el dropdown de vehículos con los tipos disponibles para la ruta","• Extrae vehicleType únicos de los RatePrices
• Formato 'Nombre (pax, baúl)'
• Deduplica; placeholder si no hay vehículos","✅ En producción","ServicesController.getPricesByRoute (lista de vehículos)","—","Deep-dive transporte"
"COTIZACIÓN","HU-156","Sistema","Como sistema quiero resolver el precio priorizando el precio del cliente sobre el tarifario base","• Precio base de RatePrices.price
• Si existe ClientPrices (cliente+item+vehículo+rate, activo) usa su precio
• Flag isClientPrice
• Muestra moneda del tarifario (default MXN)","✅ En producción","ServicesController.getServiceVehicleTypeAndPrice/getPricesByRoute","—","Deep-dive transporte"
"COTIZACIÓN","HU-157","Admin","Como administrador quiero dejar el precio como 'pendiente' y capturarlo manual si no hay tarifa","• Si no hay RatePrices coincidentes, el campo de precio queda editable/pendiente
• El precio manual no se sobrescribe al cambiar origen/destino","✅ En producción","quote-services-v2.js (fallback de precio) · saveServiceData","—","Deep-dive transporte (regla del Excel)"
"COTIZACIÓN","HU-158","Admin","Como administrador quiero seleccionar un vehículo y obtener su precio base de la ruta","• Busca el vehículo en los precios de la ruta y toma su precio
• El precio NO se multiplica por número de personas","✅ En producción","quote-services-v2.js: getVehicleBaseRate/getVehicleCost","—","Deep-dive transporte"
"COTIZACIÓN","HU-159","Admin","Como administrador quiero agregar un vehículo adicional con su propio precio en la misma ruta","• Checkbox habilita el dropdown del vehículo adicional (mismo segmento)
• Precio independiente que se suma al total","✅ En producción","quote-services-v2.js (vehículo adicional) · addExtraAdditionalVehicleRow","—","Deep-dive transporte"
"COTIZACIÓN","HU-160","Sistema","Como sistema quiero fijar la cantidad automáticamente (1 one-way, 2 round-trip)","• Campo cantidad de solo lectura
• one-way=1, round-trip=2
• No se afecta por vehículos adicionales","✅ En producción","quote-services-v2.js: handleTripTypeChange","—","Deep-dive transporte"
"COTIZACIÓN","HU-161","Admin","Como administrador quiero que el round-trip use IDA (llegada) y VUELTA (salida) con origen/destino invertidos","• Dos secciones IDA/VUELTA
• IDA patrón llegada, VUELTA patrón salida
• Intercambia origen↔destino según dirección","✅ En producción","quote-services-v2.js: updateRoundTripFieldVisibility","—","Deep-dive transporte"
"COTIZACIÓN","HU-162","Sistema","Como sistema quiero tratar las rutas Punto a Punto como bidireccionales","• Intenta dirección exacta y, si no hay, la inversa
• Usa el mismo vehículo/precio en ambos sentidos","✅ En producción","ServicesController.getPricesByRoute (dirección inversa)","—","Deep-dive transporte"
"COTIZACIÓN","HU-163","Admin","Como administrador quiero agregar el transporte configurado al itinerario","• Recopila ruta/vehículo/precio/notas/horarios
• Valida origen/destino (origen opcional según tipo) y precio (o pendiente)
• Renderiza el item con editar/eliminar","✅ En producción","quote-services-v2.js: saveServiceData('transport')/renderTransportServiceItem","—","Deep-dive transporte"
"COTIZACIÓN","HU-164","Admin","Como administrador quiero editar un transporte del itinerario sin perder el precio manual","• Pre-llena todos los campos
• No sobrescribe el precio manual al cambiar origen/destino
• Preserva las notas","✅ En producción","quote-services-v2.js: populateFormWithServiceData","—","Deep-dive transporte"
"COTIZACIÓN","HU-165","Admin","Como administrador quiero configurar tiers de grupo (pequeño/mediano/grande) para un walking tour","• Cada tour a pie tiene 3 tiers: rango de personas + precio por hora + moneda
• Tier activo si tiene label y rango válido","✅ En producción","Tour.js (walkingRange/Price*) · quote-services-v2.js: calculateWalkingTourGroups","—","Deep-dive tours (regla del Excel)"
"COTIZACIÓN","HU-166","Sistema","Como sistema quiero distribuir N personas entre los tiers del walking tour","• Ordena tiers por capacidad desc y asigna; ej. 20 personas = grupo de 15 + grupo de 5","✅ En producción","quote-services-v2.js: calculateWalkingTourGroups","—","Deep-dive tours (regla del Excel)"
"COTIZACIÓN","HU-167","Sistema","Como sistema quiero calcular el walking tour como suma(precio_grupo × horas)","• Por cada grupo: precio_tier × duración
• Conversión USD→MXN si aplica
• Surcharge por tipo de pago","✅ En producción","quote-services-v2.js: getWalkingTourPrice","—","Deep-dive tours (regla del Excel)"
"COTIZACIÓN","HU-168","Admin","Como administrador quiero sobrescribir el precio del walking tour (total o por grupo)","• Checkbox de override
• Modo total o precio por tier
• Los precios manuales se cuentan como efectivo (sin surcharge)","✅ En producción","quote-services-v2.js (collectServiceData / renderWalkingTourPricing)","—","Deep-dive tours (regla del Excel)"
"COTIZACIÓN","HU-169","Admin","Como administrador quiero ver el desglose del walking tour (grupo × horas)","• Una línea por grupo (tier, horas, subtotal) o línea única si un solo grupo
• Aplica surcharge por línea","✅ En producción","quote-services-v2.js: calculateDevPaymentBreakdown","—","Deep-dive tours"
"COTIZACIÓN","HU-170","Sistema","Como sistema quiero calcular el vehicle tour = precio_base × horas (+ guía/chofer)","• Precio base de TourPrices(rate,tour,vehículo) × duración
• Si includeGuide suma driverTourRate (fijo por tour)","✅ En producción","quote-services-v2.js: recalculateTourPrice","—","Deep-dive tours (regla del Excel)"
"COTIZACIÓN","HU-171","Admin","Como administrador quiero el dropdown de vehículos con 'X pax, Y carry-on' y marca de precio cliente","• Formato 'Vehículo - X pax, Y carry-on (*)'
• Solo vehículos con TourPrices(rate,tour)
• (*) si precio de cliente","✅ En producción","quote-services-v2.js: populateVehicleDropdownWithPrices · VehicleType.js","—","Deep-dive tours"
"COTIZACIÓN","HU-172","Sistema","Como sistema quiero el precio de vehículo con prioridad cliente > catálogo","• Revisa ClientPrice(cliente,tour,rate,vehículo) primero; si no, TourPrices
• Marca isClientPrice","✅ En producción","quote-services-v2.js: getVehiclePriceWithPriority","—","Deep-dive tours"
"COTIZACIÓN","HU-173","Admin","Como administrador quiero agregar vehículos adicionales al tour con precio manual c/u","• Checkbox habilita selección
• Precio manual por vehículo extra × cantidad
• Se cuentan como efectivo","✅ En producción","quote-services-v2.js (additionalVehicle handling)","—","Deep-dive tours (regla del Excel)"
"COTIZACIÓN","HU-174","Sistema","Como sistema quiero agregar guía+chofer solo al vehículo principal del tour","• driverTourRate se suma una vez al vehículo principal, nunca a los adicionales","✅ En producción","quote-services-v2.js: handleIncludeGuideChange","—","Deep-dive tours (regla del Excel)"
"COTIZACIÓN","HU-175","Admin","Como administrador quiero el flujo de 3 pasos para tours: rate → destino → vehículos","• Paso 1 rate, paso 2 destino (deduplicado), paso 3 vehículos disponibles para rate+destino","✅ En producción","quote-services-v2.js: handleRateSelection/handleTourSelection/handleVehicleSelection","—","Deep-dive tours"
"COTIZACIÓN","HU-176","Admin","Como administrador quiero sobrescribir manualmente el precio por línea de tour","• Checkbox de override hace editable el precio
• En vehicle tour el precio capturado es base y se multiplica por duración","✅ En producción","quote-services-v2.js (toggle de override de precio)","—","Deep-dive tours"
"COTIZACIÓN","HU-177","Admin","Como administrador quiero bloquear un tour por día de la semana","• Marcar días en que el tour NO está disponible y validar al elegir fecha en la cotización","🔴 No iniciado","Tour.js (sin atributo/lógica de bloqueo por día)","—","Pendiente del Excel; confirmado que no existe"
"COTIZACIÓN","HU-178","Admin","Como administrador quiero bloquear un tour por rango de fechas (ej. Día de Muertos, bodas)","• Definir rangos de fechas bloqueados y validar al cotizar","🔴 No iniciado","Tour.js (sin atributo/lógica de rangos bloqueados)","—","Pendiente del Excel; confirmado que no existe"
"COTIZACIÓN","HU-179","Admin","Como administrador quiero filtrar tours por destino en el modal y drag-and-drop","• Agrupar/filtrar tours por POI destino al cotizar (modal y drag-and-drop)","🟡 En progreso","ServicesController (destinos por rate) · quote-services-v2.js (tourSelect)","—","Parcial: backend agrupa; falta filtro activo en el modal"
"COTIZACIÓN","HU-180","Sistema","Como sistema quiero convertir el precio USD del walking tour a MXN","• Si walkingPriceCurrency=USD: precio × tipo de cambio vigente
• Redondeo 2 decimales","✅ En producción","quote-services-v2.js: getWalkingTourPrice","—","Deep-dive tours"
"COTIZACIÓN","HU-181","Sistema","Como sistema quiero exponer los endpoints de selección de tours para el flujo de 3 pasos","• tours-by-rate/:rateId · tours/destinations-by-rate/:rateId · tours/vehicles-by-rate-destination/:rateId/:destinationId (acceso gerente+)","✅ En producción","quotesRoutes.js · QuoteController (tours by rate/destination/vehicles)","—","Deep-dive tours"
"COTIZACIÓN","HU-182","Admin","Como administrador quiero manejar tres tipos: experiencia, experiencia de proveedor y establecimiento","• type Experience/Provider/Establishment
• Provider scoped a proveedor; conversión permitida Provider↔Establishment, NO Experience→Establishment","✅ En producción","ExperienceController · ProviderExperienciaController · Experience.js","—","Deep-dive experiencias (regla del Excel)"
"COTIZACIÓN","HU-183","Sistema","Como sistema quiero calcular el costo de la experiencia por tipo de persona","• total = adultos×costo + niños×precio_niño + sin_alcohol×precio_sin_alcohol
• Si falta un precio usa el costo base","🟡 En progreso","Experience.js (cost/price_child/price_no_alcohol) · quote-services-v2.js (calculatedPrices)","—","Campos existen; el desglose por tipo no está completamente surfaced en UI (regla del Excel)"
"COTIZACIÓN","HU-184","Admin","Como administrador quiero editar manualmente el precio de la experiencia por tipo de persona","• Permitir precio manual distinto por adulto/niño/sin alcohol sin recálculo automático","🔴 No iniciado","(no presente en el código revisado)","—","Pendiente del Excel; el override manual por tipo de persona no existe"
"COTIZACIÓN","HU-185","Admin","Como administrador quiero ver la experiencia en el catálogo aunque no esté disponible en la fecha","• Si la experiencia no está disponible el día seleccionado, igual aparece en el catálogo","🟡 En progreso","ExperienceController.getExperiences (filtro dayDate) · quote-services-v2.js","—","Backend filtra por día; el comportamiento de 'mostrar siempre' por confirmar (regla del Excel)"
"COTIZACIÓN","HU-186","Sistema","Como sistema quiero agregar la nota 'se verificará disponibilidad' cuando la experiencia no está disponible","• Si la fecha no está en la disponibilidad, agregar nota informativa al servicio (sin más interacción)","🟡 En progreso","availabilityUtils.validateDaySchedules · quote-services-v2.js (alta del servicio)","—","La validación existe; la nota automática aún no se agrega (regla del Excel)"
"COTIZACIÓN","HU-187","Admin","Como administrador quiero filtrar experiencias por destino (modal, drag-and-drop y tarifario)","• Filtro por destino en el catálogo y en la búsqueda del tarifario","🟡 En progreso","quote-services-v2.js (experiencesCache) · ExperienceController.getExperiences","—","Parcial: filtro por destino no evidente en el modal (regla del Excel)"
"COTIZACIÓN","HU-188","Sistema","Como sistema quiero priorizar el precio de cliente de experiencias sobre el catálogo","• ClientPrices(cliente,experiencia,itemType=EXPERIENCES) gana sobre Experience.cost","🟡 En progreso","ClientPrices.js · quote-services-v2.js (clientPricesCache)","—","Estructura existe; lógica de override por documentar/verificar"
"COTIZACIÓN","HU-189","Sistema","Como sistema quiero validar la disponibilidad de experiencias por día y ventana horaria","• availability = [{dayOfWeek,startTime,endTime}]
• Valida que la fecha coincida con el día y la hora con el rango","✅ En producción","Experience.js (availability) · availabilityUtils","—","Deep-dive experiencias"
"COTIZACIÓN","HU-190","Admin","Como administrador quiero armar paquetes de experiencias (experiencias/tours/proveedores)","• Experience puede contener experiences[]/tours[]/providerExperiences[] (máx 20 c/u, total ≤ 30)","✅ En producción","Experience.js · ExperienceController.validateExperienceArrays/processExperienceRelationships","—","Deep-dive experiencias"
"COTIZACIÓN","HU-191","Sistema","Como sistema quiero versionar el precio al cambiar el costo de una experiencia","• Al cambiar cost se crea nuevo registro y el anterior queda con valid_until=hoy
• Las queries usan la versión activa","✅ En producción","ExperienceController.updateExperience (versioning)","—","Deep-dive experiencias"
"COTIZACIÓN","HU-192","Sistema","Como sistema quiero calcular A-Disposición por horas y cantidad de vehículos","• Precio = hourlyPrice × horas × vehículos
• hourlyPrice de DisposablePrices por tipo de vehículo","✅ En producción","quote-services-v2.js: getServicePrice (a-disposicion) · DisposablePrices.getPriceByVehicleType","tests/integration/api/services-pricing-edit.test.js","Deep-dive A-disposición (regla del Excel)"
"COTIZACIÓN","HU-193","Sistema","Como sistema quiero aplicar descuentos por volumen en A-Disposición según horas","• 16+ h→10%, 12-15→7.5%, 10-11→5%, 8-9→2.5%, <8→0%
• totalPrice ×= (1 − desc/100)","✅ En producción","quote-services-v2.js: getADisposicionDiscount","—","Deep-dive A-disposición (regla del Excel)"
"COTIZACIÓN","HU-194","Admin","Como administrador quiero capturar un precio manual (override) en A-Disposición","• Checkbox habilita el precio horario manual
• Fórmula con override: customPrice × horas × vehículos − descuento","✅ En producción","quote-services-v2.js: getServicePrice (custom price)","—","Deep-dive A-disposición"
"COTIZACIÓN","HU-195","Sistema","Como sistema quiero incluir la tarifa de guía en A-Disposición como costo único","• Si includeGuide suma driverTourRate después del descuento
• NO se multiplica por número de vehículos","✅ En producción","quote-services-v2.js (guide rate) · pricingHelper","—","Deep-dive A-disposición"
"COTIZACIÓN","HU-196","Sistema","Como sistema quiero recalcular los precios al cambiar la moneda (MXN/USD/EUR)","• USD: precio MXN ÷ tipo de cambio + reglas de redondeo USD
• MXN: redondeo 2 decimales","🟡 En progreso","quote-services-v2.js: getDisplayPrice · pricingHelper.applyUSDRoundingRules","tests/unit/utils/pricingHelper.test.js","BUG del Excel: el listener de cambio de moneda está comentado; riesgo de desync USD/MXN; falta cobertura"
"COTIZACIÓN","HU-197","Sistema","Como sistema quiero aplicar el tipo de cambio a los precios en USD","• ExchangeRate.getCurrentValue (default 18.5)
• Conversión en tiempo real al cambiar moneda","✅ En producción","ExchangeRate.getCurrentValue · quote-services-v2.js","—","Deep-dive A-disposición/moneda"
"COTIZACIÓN","HU-198","Sistema","Como sistema quiero calcular el subtotal por tipo de pago (efectivo/transferencia/tarjeta)","• Subtotal efectivo = base − descuento + guía
• Transferencia/tarjeta = efectivo + surcharge
• Redondeo 2 decimales","✅ En producción","quote-services-v2.js: calculateADisposicionPricing · pricingHelper.calculateSurcharge","—","Deep-dive totales"
"COTIZACIÓN","HU-199","Sistema","Como sistema quiero calcular el IVA (16%) sobre el subtotal en pagos no-efectivo","• IVA = subtotal × 0.16
• Solo transferencia/tarjeta, no efectivo
• Redondeo 2 decimales","✅ En producción","quote-services-v2.js (cálculo de IVA)","tests/integration/api/services-pricing-edit.test.js","Deep-dive totales"
"COTIZACIÓN","HU-200","Sistema","Como sistema quiero calcular el gran total (subtotal + IVA) por tipo de pago","• Efectivo = subtotal; transferencia/tarjeta = subtotal + IVA
• Redondeo 2 decimales","✅ En producción","quote-services-v2.js (total) · _aDisposicionBreakdownTotals","—","Deep-dive totales"
"COTIZACIÓN","HU-201","Sistema","Como sistema quiero redondear el efectivo a múltiplos de $5 MXN cuando está habilitado","• Solo MXN
• .00-.49 baja, .50-.99 sube al múltiplo de 5
• Controlado por cashRoundingEnabled","✅ En producción","cash-rounding.js · /api/settings/cash-rounding","—","Deep-dive totales"
"COTIZACIÓN","HU-202","Sistema","Como sistema quiero persistir A-Disposición con el desglose por tipo de pago","• Guarda _aDisposicionBreakdownTotals {efectivo,transferencia,tarjeta}
• Prefiere los valores editados manualmente sobre el cache","✅ En producción","quote-services-v2.js: collectServiceData (a-disposicion)","—","Deep-dive totales"
"COTIZACIÓN","HU-203","Sistema","Como sistema quiero el estatus COTIZADO con sus reglas de visibilidad y recordatorio","• Visible/editable por cliente; recordatorio 1 semana antes del primer servicio","🟡 En progreso","Quote.js (status) · QuoteReminder.findDueReminders","—","Detalle de HU-001; timings por verificar (regla del Excel)"
"COTIZACIÓN","HU-204","Admin","Como administrador quiero el estatus SOLICITADO disparado por el cliente","• Botón 'solicitar' cambia a SOLICITADO y envía email + notificación al equipo para revisar viabilidad","🟡 En progreso","QuoteController (status) · flujo de notificación","—","Detalle de HU-001; email/notificación por confirmar (regla del Excel)"
"COTIZACIÓN","HU-205","Sistema","Como sistema quiero el estatus BLOQUEADO con recordatorios de datos faltantes","• Se activa al aceptar servicios con datos faltantes
• Recordatorios 2 días y 24h antes","🟡 En progreso","Quote.js (status hold) · QuoteReminder","—","Detalle de HU-001; timings por verificar (regla del Excel)"
"COTIZACIÓN","HU-206","Sistema","Como sistema quiero el estatus AGENDADO al confirmar todo y crear la reservación","• Requiere todos los servicios confirmados + pagado
• Crea la Reservation y pasa de cotización a reservación","🟡 En progreso","QuoteController.convertToReservation","—","Detalle de HU-001/009; flujo de creación parcial (regla del Excel)"
"COTIZACIÓN","HU-207","Admin","Como administrador quiero rechazar una cotización (RECHAZADO)","• Cambia a rejected
• Soft-delete preservando auditoría","✅ En producción","QuoteController (status rejected)","—","Detalle de HU-001 (regla del Excel)"
"COTIZACIÓN","HU-208","Admin","Como administrador quiero enviar la cotización por correo con destinatarios por defecto","• Pre-carga email de contacto + lead guest + propietario
• Adjunta PDF","🟡 En progreso","QuoteController.sendEmail · POST /api/quotes/:id/send-email","—","Detalle de HU-008; lógica de destinatarios por defecto por verificar (regla del Excel)"
"COTIZACIÓN","HU-209","Sistema","Como sistema quiero notificar por correo y app cuando se asigna un usuario a una cotización","• Al asignar propietario/colaborador, enviar email + notificación in-app","🔴 No iniciado","(no encontrado en el código)","—","Pendiente del Excel; no existe la notificación al asignar"
"COTIZACIÓN","HU-210","Admin","Como administrador quiero ver el historial de cambios de forma más sencilla","• Vista de historial de ediciones más legible/resumida","🟡 En progreso","QuoteEdit · GET /api/quotes/:quoteId/edits","—","Detalle de HU-005; el Excel pide simplificar la vista"
"COTIZACIÓN","HU-211","Admin","Como administrador quiero hacer más intuitivo el ajuste de horario en el modal de cotización","• Mejorar la edición del horario en el modal (se reporta confuso/incómodo)","🟡 En progreso","quote-services-modals.ejs · quote-services-v2.js (horarios)","—","Regla del Excel (UX del modal)"
"PRECIOS Y TARIFAS","HU-212","Admin","Como administrador quiero configurar la fórmula y simulación de la tarifa de greeter","• GreeterRate con basePrice y hourlyRate + componentes de fórmula (v2)
• Redondeo especial a centenas (últimos 2 dígitos <50 baja, ≥50 sube)
• calculateCost(duración) y simulación","🟡 En progreso","GreeterRate.getFormulaConfiguration/calculateCost/applySpecialRounding · GreeterRateController","—","El Excel pide revisar la fórmula de greeter; verificar el redondeo especial contra el Excel de pricing"
"PRECIOS Y TARIFAS","HU-213","Admin","Como administrador quiero configurar la fórmula de la tarifa de transporte de guía","• GuideTransportRate con value base + componentes de fórmula + roundTripMultiplier (1-5) + minimumCharge
• Validación de operadores y paréntesis","🟡 En progreso","GuideTransportRate.getFormulaConfiguration/updateFormulaConfiguration · GuideTransportRateController","—","El Excel pide revisar la fórmula de guía/greeter"
"PRECIOS Y TARIFAS","HU-214","Admin","Como administrador quiero aplicar markup masivo a precios de cliente con progreso en tiempo real","• POST devuelve processId
• Stream de progreso (status/progress/complete) por processId
• Mantiene procesos activos en memoria","✅ En producción","ClientPricesController.bulkApplyPricingWithProgress/getProgressUpdates · POST /api/client-prices/bulk-apply-with-progress · GET /pricing-progress/:processId","—","Detalle fino de HU-025"
"PRECIOS Y TARIFAS","HU-215","Admin","Como administrador quiero ver el historial de precios de vehículo con fechas de vigencia","• getCurrentPrice (sin valid_until), getPriceAtDate, getPriceHistory (desc), createNewPrice cierra el actual con motivo","🟡 En progreso","VehicleRatePrices (modelo) · vehicleRatePricesController (varios endpoints stubbed 501)","—","El modelo soporta historial; algunos endpoints de historial están sin implementar"
"PRECIOS Y TARIFAS","HU-216","Sistema","Como sistema quiero versionar consistentemente todos los precios","• ClientPrices y VehicleRatePrices versionan con valid_until/valid_from
• RatePrices y TourPrices SOBRESCRIBEN sin historial (inconsistencia)","🟡 En progreso","RatePrices.js · TourPrices.js (sin versionado) vs ClientPrices.js · VehicleRatePrices.js (con versionado)","—","Gap real: RatePrices/TourPrices no guardan historial al actualizar"
"PRECIOS Y TARIFAS","HU-217","Admin","Como administrador quiero actualizar precios A-Disposición en lote con fecha efectiva e historial","• batch-update acepta [{id, price, notes}] + effectiveDate
• Desactiva los anteriores y crea nuevos
• Historial paginado","✅ En producción","DisposablePricesController.updateBatch/getHistory · POST /api/disposable-prices/batch-update","—","Detalle fino de HU-016"
"PRECIOS Y TARIFAS","HU-218","Admin","Como administrador quiero buscar y filtrar el historial de tarifas en la tabla","• Historial DataTables server-side (paginación, orden)
• La búsqueda/filtro por texto está marcada como TODO en el código","🟡 En progreso","ExchangeRateController.getHistory (search TODO) y controllers de tarifas análogos","—","El filtrado de búsqueda en el historial está pendiente (TODO en código)"
"PRECIOS Y TARIFAS","HU-219","Sistema","Como sistema quiero crear tarifas por defecto si no existen (greeter, guía)","• createDefaultIfNotExists para GreeterRate (basePrice 760, hourlyRate 640) y GuideTransportRate (value 450, roundTripMultiplier 2)
• Solo si getCurrentRate es null","✅ En producción","GreeterRate.createDefaultIfNotExists · GuideTransportRate (análogo)","—","Auto-fallback; sin tests sistemáticos"
"PRECIOS Y TARIFAS","HU-220","Sistema","Como sistema quiero validar rangos por tipo de tarifa al crearlas","• ExchangeRate 0<v<1000 (default 18.5)
• InflationRate 0<%≤100
• TransferRate 0.01-50%
• AgencyRate 0.01-99.99%
• Rechaza NaN/fuera de rango","✅ En producción","Validaciones en cada modelo de tarifa","—","Validación presente (no centralizada)"
"RESERVACIÓN","HU-221","Admin","Como administrador quiero filtros avanzados de reservaciones","• Filtro por estado; periodo upcoming/ongoing/past; año/mes/día (se fusionan sin pisarse); búsqueda en folio/contacto/eventType/email; orden por columna; paginación DataTables","✅ En producción","ReservationController.getReservations · GET /api/reservations","tests/integration/api/reservations.test.js","Detalle fino de HU-027"
